#,Name,Address,City,Province,Holes,Data Source,Latitude,Longitude,Phone,Website,Green Fee (ZAR),Google Maps
381,Sandy Lane Golf Club,"Caribbean Beach Club, Kosmos",Hartebeespoort,North West,18,Garmin (SA),-25.749035,27.828519,,https://sandylane.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.749035%2C27.828519
382,Sani Pass Golf Club,"Good Hope Farm, Sani Pass Road",Himeville,KwaZulu-Natal,9,Garmin (SA),-29.654803,29.440656,,,,https://www.google.com/maps/search/?api=1&query=-29.654803%2C29.440656
383,Sannieshof Golf Course,35 Spoor Street,Sannieshof,North West,18,Garmin (SA),-26.529647,25.804743,018 683 0048,,,https://www.google.com/maps/search/?api=1&query=-26.529647%2C25.804743
384,Saps Mechanics Golf Course,"Hospital Road, Northmead",Benoni,Gauteng,9,Garmin (SA),-26.160655,28.309101,,,,https://www.google.com/maps/search/?api=1&query=-26.160655%2C28.309101
385,Sardinia Bay Golf Club,1 Heron Rd,Port Elizabeth,Eastern Cape,18,Garmin (SA),-34.016649,25.496893,+27833042476,,,https://www.google.com/maps/search/?api=1&query=-34.016649%2C25.496893
386,Schoeman Park Golf Course,Maselspoort Rd,Bloemfontein,Free State,18,Garmin (SA),-29.116538,26.249793,051 101 0619,,,https://www.google.com/maps/search/?api=1&query=-29.116538%2C26.249793
387,Schweizer-Reneke Golf Club,4 Olivier Street,Schweizer Reineke,North West,18,Garmin (SA),-27.18472,25.319699,,,,https://www.google.com/maps/search/?api=1&query=-27.18472%2C25.319699
388,Scottburgh Golf Course,cnr Taylor St / Williamson St,Scottburgh,KwaZulu-Natal,18,Garmin (SA),-30.290597,30.751062,087 150 1312,,,https://www.google.com/maps/search/?api=1&query=-30.290597%2C30.751062
389,Seasons Eco Golf Estate,"Farm Hertebusfontein, Old Rustenburg Road",Brits,North West,18,Garmin (SA),-25.701592,27.849827,012 012 6068,https://www.seasonsestate.co.za/golf.html,,https://www.google.com/maps/search/?api=1&query=-25.701592%2C27.849827
390,Sedge Links Golf Club,Swartvlei Beach Rd,Sedgefield,Western Cape,18,Garmin (SA),-34.010174,22.755719,,,,https://www.google.com/maps/search/?api=1&query=-34.010174%2C22.755719
391,Selborne Country Club,Old Main Road,Pennington,KwaZulu-Natal,18,Garmin (SA),-30.376185,30.678216,087 135 0559,,,https://www.google.com/maps/search/?api=1&query=-30.376185%2C30.678216
392,Senekal Golf Club,Town Grounds,Senekal,Free State,9,Garmin (SA),-28.319342,27.618663,,,,https://www.google.com/maps/search/?api=1&query=-28.319342%2C27.618663
393,Serengeti Golf & Wildlife Estate ~ Signature Course,"R25 (Just off the R21), Kempton Park",Ekurhuleni,Gauteng,18,Garmin (SA),-26.041557,28.289885,+27 11 552 7200,,,https://www.google.com/maps/search/?api=1&query=-26.041557%2C28.289885
394,Serengeti Golf & Wildlife Estate ~ Whistling Thorn,"R25 (Just off the R21), Kempton Park",Ekurhuleni,Gauteng,18,Garmin (SA),-26.041557,28.289885,0115527200,https://serengeti-estates.co.za/whistling-thorns/,,https://www.google.com/maps/search/?api=1&query=-26.041557%2C28.289885
395,Services Golf Club,"Jacobus Opperman Road, Thabatshwane",Pretoria,Gauteng,18,Garmin (SA),-25.78444,28.159783,012 651 4411,https://servicesgc.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.78444%2C28.159783
396,Sesambos Golf Course,Redbaan Game Farm,Swartwater,Limpopo,18,Garmin (SA),-22.791292,28.120097,,,,https://www.google.com/maps/search/?api=1&query=-22.791292%2C28.120097
397,Shark River Golf Club,"Tasker Street Military Base, Forest Hill",Port Elizabeth,Eastern Cape,18,Garmin (SA),-33.984917,25.625497,041 581 6188,,,https://www.google.com/maps/search/?api=1&query=-33.984917%2C25.625497
398,Shelley Point Golf Club,Shelley Point Main Gate,St Helena Bay,Western Cape,18,Garmin (SA),-32.7091,17.972593,,https://shelleypointcountryclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-32.7091%2C17.972593
399,Silver Lakes Golf Estate,Lynwood Road,Pretoria,Gauteng,18,Garmin (SA),-25.772703,28.370562,,https://silverlakes.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-25.772703%2C28.370562
400,Simbithi Country Club,"Shaka's Rock Road, Shaka's Rock",Ballito,KwaZulu-Natal,18,Garmin (SA),-29.511184,31.225519,073 156 1378,https://www.simbithi.com/,,https://www.google.com/maps/search/?api=1&query=-29.511184%2C31.225519
401,Simola Golf & Country Estate,"1 Old Cape Road, Easford",Knysna,Western Cape,18,Garmin (SA),-34.002906,23.030987,+27443029600,https://www.simola.co.za/,,https://www.google.com/maps/search/?api=1&query=-34.002906%2C23.030987
402,Simon's Town Country Club,"Main Road, Simons Town",Cape Town,Western Cape,18,Garmin (SA),-34.201148,18.453426,,,,https://www.google.com/maps/search/?api=1&query=-34.201148%2C18.453426
403,Sishen Golf Club,Hans Coetzee Drive,Kathu,Northern Cape,18,Garmin (SA),-27.688959,23.059723,053 050 5727,,,https://www.google.com/maps/search/?api=1&query=-27.688959%2C23.059723
404,Skills Golf Club,Dan King Rd,Cape Town,Western Cape,9,Garmin (SA),-33.823732,18.70527,,,,https://www.google.com/maps/search/?api=1&query=-33.823732%2C18.70527
405,Skukuza Golf Club,Kruger National Park,Skukuza,Mpumalanga,18,Garmin (SA),-24.98379,31.576681,+27 13 735 5543,,,https://www.google.com/maps/search/?api=1&query=-24.98379%2C31.576681
406,Smithfield Golf Club,N6 motorway,Smithfield,Free State,9,Garmin (SA),-30.196728,26.537101,,,,https://www.google.com/maps/search/?api=1&query=-30.196728%2C26.537101
407,Somerset East Golf Club,Bestershoek,Somerset East,Eastern Cape,18,Garmin (SA),-32.710308,25.562691,072 785 7079,,,https://www.google.com/maps/search/?api=1&query=-32.710308%2C25.562691
408,Somerset West Golf Club,Rue De Jacqueline Avenue,Somerset West,Western Cape,18,Garmin (SA),-34.079371,18.840444,021 852 2925,https://www.somersetwestgolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-34.079371%2C18.840444
409,South Downs Country Club,Albaster Avenue,Mayfield Park,Gauteng,18,Garmin (SA),-26.317715,28.018657,0119434448,https://www.southdownscc.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.317715%2C28.018657
410,Southbroom Golf Club,301 Captain Smith Road,Southbroom,KwaZulu-Natal,18,Garmin (SA),-30.917909,30.32218,0393166051,https://www.southbroomgolfclub.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-30.917909%2C30.32218
411,Soutpansberg Golf Club,Cnr. Hospital and Ruh Streets,Makhado,Limpopo,18,Garmin (SA),-23.031614,29.905086,,,,https://www.google.com/maps/search/?api=1&query=-23.031614%2C29.905086
412,Soweto Country Club,"5353 Mokoka Street, Pimville",Soweto,Gauteng,18,Garmin (SA),-26.276462,27.903711,060 743 6682,,,https://www.google.com/maps/search/?api=1&query=-26.276462%2C27.903711
413,Springbok Golf Club,Airport Road,Springbok,Northern Cape,18,Garmin (SA),-29.687127,17.907251,,,,https://www.google.com/maps/search/?api=1&query=-29.687127%2C17.907251
414,Springs Country Club,"Cnr Parkes and Nigel Rd, Selection Park",Springs,Gauteng,18,Garmin (SA),-26.26457,28.442506,011 362 5031,,,https://www.google.com/maps/search/?api=1&query=-26.26457%2C28.442506
415,St. Cathryn's Golf Estate,R74,Kranskop,KwaZulu-Natal,18,Garmin (SA),-28.980737,30.816325,,,,https://www.google.com/maps/search/?api=1&query=-28.980737%2C30.816325
416,St. Francis Links,St Francis Bay Road,St. Francis Bay,Eastern Cape,18,Garmin (SA),-34.162411,24.81515,042 294 0467,https://stfrancislinks.com/contact-us/,,https://www.google.com/maps/search/?api=1&query=-34.162411%2C24.81515
417,Standerton Country Club,Peter Bailey Boulevard,Standerton,Mpumalanga,18,Garmin (SA),-26.947053,29.254351,017 712 1049,,,https://www.google.com/maps/search/?api=1&query=-26.947053%2C29.254351
418,State Mines Country Club,30 Hewitt Avenue,Brakpan,Gauteng,18,Garmin (SA),-26.208774,28.374259,,,,https://www.google.com/maps/search/?api=1&query=-26.208774%2C28.374259
419,Steenberg Golf Club,"11111 Steenberg Estate, Tokai Road",Tokai,Western Cape,18,Garmin (SA),-34.069462,18.426862,+27217132233,https://www.steenberggolfclub.co.za/contact,,https://www.google.com/maps/search/?api=1&query=-34.069462%2C18.426862
420,Stella Golf Club,Stella Street,Stella,North West,9,Garmin (SA),-26.545398,24.859795,,,,https://www.google.com/maps/search/?api=1&query=-26.545398%2C24.859795
421,Stellenbosch Golf Club,Strand Road (R44),Stellenbosch,Western Cape,18,Garmin (SA),-33.958247,18.850266,,https://stellenboschgolfclub.com/management-and-staff/,,https://www.google.com/maps/search/?api=1&query=-33.958247%2C18.850266
422,Steyn City Golf Course,Zevenfontein,Midrand,Gauteng,18,Garmin (SA),-25.971081,27.996292,010 597 1030,https://www.steyncity.co.za/experience/jack-nicklaus-golf-course,,https://www.google.com/maps/search/?api=1&query=-25.971081%2C27.996292
423,Stilbaai Golf Club,"Off Main Road, West Still Bay",Still Bay,Western Cape,18,Garmin (SA),-34.387098,21.411451,,,,https://www.google.com/maps/search/?api=1&query=-34.387098%2C21.411451
424,Stilfontein Golf Course,Potchefstroom Highway,Stilfontein,North West,18,Garmin (SA),-26.825051,26.823227,0882203641,,,https://www.google.com/maps/search/?api=1&query=-26.825051%2C26.823227
425,Strand Golf Club,Beach Road,Strand,Western Cape,18,Garmin (SA),-34.098074,18.817407,+27218543309,https://www.strandgolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-34.098074%2C18.817407
426,Stutterheim Golf Club,Ken Muzzell Avenue,Stutterheim,Eastern Cape,18,Garmin (SA),-32.566475,27.412297,043 683 1508,,,https://www.google.com/maps/search/?api=1&query=-32.566475%2C27.412297
427,Sun Valley Golf Course,Perdekop Road,Eikenhof,Gauteng,18,Garmin (SA),-26.420301,28.023142,071 874 7973,,,https://www.google.com/maps/search/?api=1&query=-26.420301%2C28.023142
428,Sutherland Golf Club,Piet Retief Street,Sutherland,Northern Cape,9,Garmin (SA),-32.404325,20.658846,023 571 1033,,,https://www.google.com/maps/search/?api=1&query=-32.404325%2C20.658846
429,Swartklip Golf Club,Located in Bierspruit near the dam,Swartklip,Limpopo,9,Garmin (SA),-24.907512,27.139976,0631902121,,,https://www.google.com/maps/search/?api=1&query=-24.907512%2C27.139976
430,Swellendam Golf Course,Andrew White Street,Swellendam,Western Cape,18,Garmin (SA),-34.016078,20.43298,,,,https://www.google.com/maps/search/?api=1&query=-34.016078%2C20.43298
431,Tempe Golf Club,"Furstenburg Road, Tempe Military Base",Bloemfontein,Free State,9,Garmin (SA),-29.094501,26.195934,,,,https://www.google.com/maps/search/?api=1&query=-29.094501%2C26.195934
432,Thabazimbi Golf Course,"Rustenburg/Thabazimbi Road (R510), Ben Alberts Reserve",Thabazimbi,Limpopo,18,Garmin (SA),-24.633286,27.371945,,,,https://www.google.com/maps/search/?api=1&query=-24.633286%2C27.371945
433,Thatchfield Golf Academy,Brakfontein Road,Thatchfield,Gauteng,9,Garmin (SA),-25.89448,28.121395,072 273 6052,,,https://www.google.com/maps/search/?api=1&query=-25.89448%2C28.121395
434,The Belmont Golf Club,Belmont Valley Rd,Grahamstown,Eastern Cape,18,Garmin (SA),-33.325136,26.611023,,,,https://www.google.com/maps/search/?api=1&query=-33.325136%2C26.611023
435,The Clarens Golf Estate,Golden Gate Road,Clarens,Free State,18,Garmin (SA),-28.516122,28.429103,+27582561270,https://www.theclarens.co.za/,,https://www.google.com/maps/search/?api=1&query=-28.516122%2C28.429103
436,The Els Club Copperleaf,Ernie Els Boulevard,Centurion,Gauteng,18,Garmin (SA),-25.880163,28.047817,,,,https://www.google.com/maps/search/?api=1&query=-25.880163%2C28.047817
437,The Islands Estate Mashie Course,"R512, The Islands Estate",Hartbeespoort,North West,9,Garmin (SA),-25.76499,27.847628,012 244 0777,,,https://www.google.com/maps/search/?api=1&query=-25.76499%2C27.847628
438,The Lake Golf Club - Benoni,Lakefield Ave,Benoni,Gauteng,18,Garmin (SA),-26.18281,28.296914,0703508936,https://www.lakeclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.18281%2C28.296914
439,The River Club,"Liesbeek Pkwy, Observatory",Cape Town,Western Cape,9,Garmin (SA),-33.936231,18.475699,021 448 6117,https://riverclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.936231%2C18.475699
440,The River Club Golf Course,"Links Rd, River Club",Sandton,Gauteng,18,Garmin (SA),-26.077808,28.038624,,,,https://www.google.com/maps/search/?api=1&query=-26.077808%2C28.038624
441,The Wanderers Golf Club,"Cnr Corlett Dr and Rudd Rd, Illovo",Sandton,Gauteng,18,Garmin (SA),-26.133406,28.051872,,,,https://www.google.com/maps/search/?api=1&query=-26.133406%2C28.051872
442,Theewaterskloof Country Estate Golf Course,Off N2 onto R43 at Caledon,Villiersdorp,Western Cape,18,Garmin (SA),-34.056403,19.288714,+27 31 764 1492,,,https://www.google.com/maps/search/?api=1&query=-34.056403%2C19.288714
443,Theunissen Golf Club,"Show Grounds, (Off the R708)",Theunissen,Free State,9,Garmin (SA),-28.389251,26.717913,,,,https://www.google.com/maps/search/?api=1&query=-28.389251%2C26.717913
444,Three Chameleons Short Golf Course,"209 Modder Rivier, R404",Blanco,Western Cape,9,Garmin (SA),-33.97644,22.387371,,,,https://www.google.com/maps/search/?api=1&query=-33.97644%2C22.387371
445,Tsitsikamma Coastal Golf Estate,Tsitsikamma,Storms River,Eastern Cape,18,Garmin (SA),-34.006163,23.896199,0543384180,,,https://www.google.com/maps/search/?api=1&query=-34.006163%2C23.896199
446,Tweefontein Golf Club,"Witbank/Ogies Roads, Tweefontein Collieries",Coalville,Mpumalanga,18,Garmin (SA),-26.026032,29.173036,,,,https://www.google.com/maps/search/?api=1&query=-26.026032%2C29.173036
447,Tzaneen Country Club,Duiwelskloof,Tzaneen,Limpopo,18,Garmin (SA),-23.74727,30.110114,083 414 4002,https://www.tzaneencountryclub.co.za/tcccontacts.html,,https://www.google.com/maps/search/?api=1&query=-23.74727%2C30.110114
448,Uitenhage Golf Club,Winterhoek Drive,Uitenhage,Eastern Cape,18,Garmin (SA),-33.742628,25.412917,+27419661868,,,https://www.google.com/maps/search/?api=1&query=-33.742628%2C25.412917
449,Ulco Golf Course,Main Road,Ulco,Northern Cape,9,Garmin (SA),-28.331345,24.225112,,,,https://www.google.com/maps/search/?api=1&query=-28.331345%2C24.225112
450,Umdoni Park Golf Course,Minerva Road,Pennington,KwaZulu-Natal,18,Garmin (SA),-30.392325,30.689471,,https://umdonipark.com/,,https://www.google.com/maps/search/?api=1&query=-30.392325%2C30.689471
451,Umfolozi Golf Club,Riverview Road,Mtubatuba,KwaZulu-Natal,18,Garmin (SA),-28.440602,32.176126,082 965 6906,,,https://www.google.com/maps/search/?api=1&query=-28.440602%2C32.176126
452,Umhlali Golf Estate & Country Club,Compensation Road,Umhlali,KwaZulu-Natal,18,Garmin (SA),-29.511209,31.197116,0189369987,https://umhlaliclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-29.511209%2C31.197116
453,Umkomaas Golf Club,Moodie Street,Umkomaas,KwaZulu-Natal,18,Garmin (SA),-30.208788,30.795622,079 299 8099,,,https://www.google.com/maps/search/?api=1&query=-30.208788%2C30.795622
454,Underberg Country Club,Main Road,Underberg,KwaZulu-Natal,18,Garmin (SA),-29.788441,29.493032,,,,https://www.google.com/maps/search/?api=1&query=-29.788441%2C29.493032
455,Uniondale Golf Club,Stoneleigh Country Estate,Uniondale,Western Cape,18,Garmin (SA),-33.655069,23.140703,,,,https://www.google.com/maps/search/?api=1&query=-33.655069%2C23.140703
456,University of the North Golf Club,Mankweng,Sovenga,Limpopo,9,Garmin (SA),-23.894989,29.738854,,,,https://www.google.com/maps/search/?api=1&query=-23.894989%2C29.738854
457,Upington Golf Club,N14 (Olifantshoek Road),Upington,Northern Cape,18,Garmin (SA),-28.426974,21.299658,,,,https://www.google.com/maps/search/?api=1&query=-28.426974%2C21.299658
458,Utrecht Golf Course,Balgray Road,Utrecht,KwaZulu-Natal,18,Garmin (SA),-27.641185,30.337613,,,,https://www.google.com/maps/search/?api=1&query=-27.641185%2C30.337613
459,Vaal de Grace Golf Estate,"R59 Road, 2km from Parys",Parys,Free State,18,Garmin (SA),-26.925531,27.418068,+27568163080,https://vaaldegrace.com/golf/,,https://www.google.com/maps/search/?api=1&query=-26.925531%2C27.418068
460,Ventersdorp Golf Club,Voortrekker Street,Ventersdorp,North West,18,Garmin (SA),-26.324361,26.827777,,,,https://www.google.com/maps/search/?api=1&query=-26.324361%2C26.827777
461,Victoria Country Club,"Duncan Mackenzie Drive, Montrose",Pietermaritzburg,KwaZulu-Natal,18,Garmin (SA),-29.57629,30.334196,033 347 1942,https://www.victoria.co.za/contact-us,,https://www.google.com/maps/search/?api=1&query=-29.57629%2C30.334196
462,Victoria West Golf Club,3 Market St,Victoria West,Northern Cape,18,Garmin (SA),-31.40224,23.129918,,,,https://www.google.com/maps/search/?api=1&query=-31.40224%2C23.129918
463,Viljoenskroon Golf Club,Voortrekker Street,Viljoenskroon,Free State,18,Garmin (SA),-27.215243,26.960571,,,,https://www.google.com/maps/search/?api=1&query=-27.215243%2C26.960571
464,Village Mashie Club,Vaalriver Village,Vaal Reef,North West,18,Garmin (SA),-26.930272,26.742478,073 334 5393,,,https://www.google.com/maps/search/?api=1&query=-26.930272%2C26.742478
465,Volksrust Golf Club,1 South Street,Volksrust,Mpumalanga,18,Garmin (SA),-27.373574,29.873972,0762144629,,,https://www.google.com/maps/search/?api=1&query=-27.373574%2C29.873972
466,Vrede Golf Club,Volksrus Road,Vrede,Free State,18,Garmin (SA),-27.43838,29.16943,,,,https://www.google.com/maps/search/?api=1&query=-27.43838%2C29.16943
467,Vredenburg Golf Club,Eenzaamheid Street,Vredenburg,Western Cape,18,Garmin (SA),-32.9215,18.055524,022 715 3003,,,https://www.google.com/maps/search/?api=1&query=-32.9215%2C18.055524
468,Vredendal Golf Club,R363,Vredendal,Western Cape,9,Garmin (SA),-31.661727,18.550183,+27272133740,,,https://www.google.com/maps/search/?api=1&query=-31.661727%2C18.550183
469,Vryburg Golf Club,De Kock Street,Vryburg,North West,18,Garmin (SA),-26.96399,24.726233,018 264 3181,,,https://www.google.com/maps/search/?api=1&query=-26.96399%2C24.726233
470,Vryheid Golf Club,1 President Street,Vryheid,KwaZulu-Natal,18,Garmin (SA),-27.780025,30.795021,,,,https://www.google.com/maps/search/?api=1&query=-27.780025%2C30.795021
471,Vulintaba Country Estate,,Newcastle,KwaZulu-Natal,18,Garmin (SA),-27.775765,29.782236,072 620 0520,https://www.vulintaba.co.za/contact/,,https://www.google.com/maps/search/?api=1&query=-27.775765%2C29.782236
472,Wagner's Golf Academy,De Bron Rd,Cape Town,Western Cape,9,Garmin (SA),-33.857184,18.669205,021 981 6042,,,https://www.google.com/maps/search/?api=1&query=-33.857184%2C18.669205
473,Walker Park Golf Club,Standerton Road,Evander,Mpumalanga,18,Garmin (SA),-26.487436,29.10126,,,,https://www.google.com/maps/search/?api=1&query=-26.487436%2C29.10126
474,Walmer Country Club,1 Victoria Drive,Walmer,Eastern Cape,18,Garmin (SA),-33.991607,25.577105,+27 41 581 1613,https://walmergolfestate.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.991607%2C25.577105
475,Walmer Golf Club,"Cnr 10th Avenue and River Road, Walmer",Port Elizabeth,Eastern Cape,18,Garmin (SA),-33.974972,25.576793,+27 41 581 1613,https://walmergolfestate.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.974972%2C25.576793
476,Waterford Golf Course,Vaal River,Loch Vaal,Free State,18,Garmin (SA),-26.769982,27.696183,,,,https://www.google.com/maps/search/?api=1&query=-26.769982%2C27.696183
477,Waterkloof Golf Club,"Johan Rissik Drive, Waterkloof",Pretoria,Gauteng,18,Garmin (SA),-25.789289,28.222096,012 007 1147,,,https://www.google.com/maps/search/?api=1&query=-25.789289%2C28.222096
478,Waterpan Golf Course,Westonaria Gold Mine,Westonaria,Gauteng,18,Garmin (SA),-26.355685,27.702265,074 367 2929,,,https://www.google.com/maps/search/?api=1&query=-26.355685%2C27.702265
479,Wedgewood Golf Course,"226 Old Cape Road, Mill Park",Port Elizabeth,Eastern Cape,18,Garmin (SA),-33.914416,25.393943,,,,https://www.google.com/maps/search/?api=1&query=-33.914416%2C25.393943
480,Wellington Golf Club,Lower Pents Street,Wellington,Western Cape,18,Garmin (SA),-33.641926,18.98916,,,,https://www.google.com/maps/search/?api=1&query=-33.641926%2C18.98916
481,Wesselsbron Golf Club,Voortrekker St,Wesselsbron,Free State,18,Garmin (SA),-27.859912,26.367123,+27578992612,,,https://www.google.com/maps/search/?api=1&query=-27.859912%2C26.367123
482,West Bank Golf Club,Hood Street,East London,Eastern Cape,18,Garmin (SA),-33.037895,27.902562,0380079412,,,https://www.google.com/maps/search/?api=1&query=-33.037895%2C27.902562
483,Western Deep Levels Mashie Golf Club,Merafong City Rural,Carletonville,North West,9,Garmin (SA),-26.423771,27.429857,,,,https://www.google.com/maps/search/?api=1&query=-26.423771%2C27.429857
484,Westlake Golf Club,"Westlake Avenue off Boyes Drive, Lakeside",Cape Town,Western Cape,18,Garmin (SA),-34.085009,18.444875,021 788 2020,,,https://www.google.com/maps/search/?api=1&query=-34.085009%2C18.444875
485,Westminster Golf Club,Westminster Estate,Westminster,Free State,18,Garmin (SA),-29.15928,27.157915,,,,https://www.google.com/maps/search/?api=1&query=-29.15928%2C27.157915
486,White River Country Club,"Vintage Drive, Off the R40",White River,Mpumalanga,18,Garmin (SA),-25.284927,31.010177,,,,https://www.google.com/maps/search/?api=1&query=-25.284927%2C31.010177
487,Whites Golf Club,5km South of Hennenman,Hennenman,Free State,18,Garmin (SA),-28.008978,26.992011,0543364984,,,https://www.google.com/maps/search/?api=1&query=-28.008978%2C26.992011
488,Wild Coast Sun Country Club,"Main Bizana Road (R61), Mzamba Beach",Port Edward,Eastern Cape,18,Garmin (SA),-31.088308,30.184044,039 316 6051,,,https://www.google.com/maps/search/?api=1&query=-31.088308%2C30.184044
489,Williston Golf Club,De Wet Street,Williston,Northern Cape,9,Garmin (SA),-31.336629,20.906531,,,,https://www.google.com/maps/search/?api=1&query=-31.336629%2C20.906531
490,Willowmore Golf Club,Wehmeyer Street,Willowmore,Eastern Cape,18,Garmin (SA),-33.296584,23.502366,044 923 1007,,,https://www.google.com/maps/search/?api=1&query=-33.296584%2C23.502366
491,Windsor Park Municipal Golf Course,NMR Avenue,Durban,KwaZulu-Natal,18,Garmin (SA),-29.816076,31.029633,031 312 2245,,,https://www.google.com/maps/search/?api=1&query=-29.816076%2C31.029633
492,Wingate Park Country Club,"Norval Street, Moreleta Park",Pretoria,Gauteng,18,Garmin (SA),-25.826179,28.277492,065 532 1590,https://wingateparkcountryclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.826179%2C28.277492
493,Witbank Golf Club,Lukin Street,Witbank,Mpumalanga,18,Garmin (SA),-25.882115,29.216788,,,,https://www.google.com/maps/search/?api=1&query=-25.882115%2C29.216788
494,Wolmeransstad Country Club,Union Street,Wolmaransstad,North West,18,Garmin (SA),-27.210882,25.983782,,,,https://www.google.com/maps/search/?api=1&query=-27.210882%2C25.983782
495,Woodhill Country Club,"Garsfontein Drive, Woodhill Estate, Pretoria East",Pretoria,Gauteng,18,Garmin (SA),-25.821013,28.312292,+27 12 998 0021,,,https://www.google.com/maps/search/?api=1&query=-25.821013%2C28.312292
496,Worcester Golf Club,22 Kolie Nelson Road,Worcester,Western Cape,18,Garmin (SA),-33.618505,19.447065,0685772991,https://worcestergolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.618505%2C19.447065
497,World of Golf Wedge & Putt Course,Cnr Woodmead and Maxwell Drive,Johannesburg,Gauteng,9,Garmin (SA),-26.042943,28.093239,011 545 8600,,,https://www.google.com/maps/search/?api=1&query=-26.042943%2C28.093239
498,Xamarin Golf and Country Club,R364,Lamberts Bay,Western Cape,18,Garmin (SA),-32.086573,18.367016,,https://www.xamarin.co.za/,,https://www.google.com/maps/search/?api=1&query=-32.086573%2C18.367016
499,Zastron Golf Club,Sterkspruit Road,Zastron,Free State,18,Garmin (SA),-30.307803,27.103035,082 564 3405,,,https://www.google.com/maps/search/?api=1&query=-30.307803%2C27.103035
500,Zebediela Country Club,Zebediela Citrus Estates,Zebediela,Limpopo,9,Garmin (SA),-24.288754,29.30161,,,,https://www.google.com/maps/search/?api=1&query=-24.288754%2C29.30161
501,Zebula Golf Estate & Spa,35 km west of Warmbaths – across from Mabula Lodge Gate,Mabula,Limpopo,18,Garmin (SA),-24.749123,27.960155,014 734 7708,https://zebulagolfestate.co.za/,,https://www.google.com/maps/search/?api=1&query=-24.749123%2C27.960155
502,Zeerust Country Club,"2nd Street, Shalimar Park",Zeerust,North West,9,Garmin (SA),-25.549929,26.069891,,,,https://www.google.com/maps/search/?api=1&query=-25.549929%2C26.069891
503,Zimbali Country Club,M4 Coastal Hwy,Ballito,KwaZulu-Natal,18,Garmin (SA),-29.547644,31.197643,032 538 1041,https://zimbali.com/contact/,,https://www.google.com/maps/search/?api=1&query=-29.547644%2C31.197643
504,Zimbali Lakes Resort,500 Zimbali Lakes Resort,Ballito,KwaZulu-Natal,18,Garmin (SA),-29.55021,31.184526,087 095 2742,https://zimbalilakes.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-29.55021%2C31.184526
505,Zwartenbosch Golf & Lifestyle Estate,Zwartenbosch Street,Humansdorp,Eastern Cape,9,Garmin (SA),-33.990201,24.751416,042 291 0569,,,https://www.google.com/maps/search/?api=1&query=-33.990201%2C24.751416
506,Zwartkop Country Club,"Old Johannesburg Road, Lyttelton",Pretoria,Gauteng,18,Garmin (SA),-25.83019,28.160588,012 654 1144,https://www.zwartkopcountryclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.83019%2C28.160588